bot,stance,followers_deg,followers_hom,followings_deg,followings_hom,mentionings_deg,mentionings_hom,mentioners_deg,mentioners_hom,replyings_deg,replyings_hom,replyers_deg,replyers_hom,quotings_deg,quotings_hom,quoters_deg,quoters_hom
0,2,3,0.6666666865348816,3,0.3333333432674408,0,,0,,0,,0,,0,,0,
0,0,13,0.23076923191547394,16,0.3125,2,0.0,0,,0,,0,,0,,0,
0,0,0,,5,0.20000000298023224,1,1.0,1,1.0,21,1.0,21,1.0,1,1.0,1,1.0
0,2,6,0.3333333432674408,10,0.6000000238418579,1,1.0,3,0.6666666865348816,0,,1,1.0,0,,1,0.0
0,0,4,0.5,18,0.2777777910232544,0,,1,1.0,166,1.0,166,1.0,1,1.0,1,1.0
1,0,0,,0,,0,,0,,0,,0,,0,,0,
0,1,19,1.0,32,1.0,38,0.9736841917037964,1,1.0,0,,0,,5,1.0,0,
0,0,3,0.3333333432674408,2,0.0,4,0.25,1,1.0,20,1.0,20,1.0,4,1.0,4,1.0
0,2,8,0.875,20,0.800000011920929,31,0.6774193644523621,3,0.6666666865348816,42,0.1666666716337204,3,0.6666666865348816,16,0.1875,1,1.0
1,0,0,,0,,0,,0,,0,,0,,0,,0,
0,2,6,0.8333333134651184,29,0.7586206793785095,15,0.6000000238418579,0,,12,0.6666666865348816,0,,2,0.0,0,
0,1,104,0.9903846383094788,303,0.9900990128517151,1,1.0,1,1.0,2,1.0,2,1.0,0,,0,
1,0,1,0.0,6,0.0,1,0.0,0,,0,,0,,0,,0,
0,1,249,0.9879518151283264,192,0.9895833134651184,45,0.9333333373069763,5,0.800000011920929,7,0.5714285969734192,0,,4,1.0,0,
0,2,14,0.5714285969734192,11,0.4545454680919647,1,1.0,1,1.0,0,,0,,0,,0,
0,2,25,0.8399999737739563,36,0.7777777910232544,4,1.0,44,0.9545454382896423,6,1.0,60,0.949999988079071,15,1.0,15,1.0
0,2,2,0.0,22,0.1818181872367859,0,,0,,0,,0,,0,,0,
1,1,1,1.0,10,1.0,9,1.0,0,,0,,0,,2,1.0,0,
0,0,0,,2,0.0,1,1.0,1,1.0,1,1.0,1,1.0,0,,0,
1,0,0,,0,,0,,0,,0,,0,,0,,0,
0,2,1,0.0,6,0.1666666716337204,3,0.3333333432674408,0,,19,1.0,19,1.0,0,,0,
0,2,5,0.4000000059604645,15,0.4000000059604645,1,1.0,3,1.0,1,1.0,5,0.20000000298023224,5,1.0,5,1.0
0,1,220,0.9772727489471436,198,0.9747474789619446,49,0.8163265585899353,3,1.0,2,1.0,1,1.0,13,0.9230769276618958,1,1.0
0,2,1,1.0,8,0.5,11,0.5454545617103577,0,,15,0.13333334028720856,1,1.0,0,,0,
1,2,8,0.375,41,0.2926829159259796,2,0.0,0,,0,,0,,0,,0,
1,2,1,0.0,14,0.0,3,0.0,0,,0,,0,,0,,0,
0,2,118,0.8305084705352783,34,0.6176470518112183,18,0.7777777910232544,25,0.8799999952316284,39,0.8717948794364929,40,0.875,10,0.5,10,0.800000011920929
1,0,0,,1,0.0,1,0.0,0,,2,1.0,2,1.0,0,,0,
1,1,4,1.0,5,1.0,1,1.0,0,,0,,0,,0,,0,
1,1,22,1.0,77,0.9870129823684692,25,0.9599999785423279,0,,7,1.0,1,1.0,11,1.0,0,
0,0,0,,0,,0,,0,,0,,0,,0,,0,
0,2,3,0.6666666865348816,8,0.25,3,0.3333333432674408,1,1.0,0,,0,,0,,0,
0,1,0,,3,1.0,0,,0,,0,,0,,0,,0,
1,1,0,,5,1.0,15,0.800000011920929,0,,1,1.0,0,,1,1.0,0,
1,1,0,,12,1.0,12,1.0,1,1.0,2,1.0,2,1.0,0,,0,
0,2,1,1.0,5,0.20000000298023224,2,0.5,1,1.0,0,,0,,0,,0,
1,0,0,,4,0.75,0,,0,,0,,0,,0,,0,
0,1,21,0.7142857313156128,87,0.8735632300376892,56,0.8928571343421936,11,0.7272727489471436,149,0.9865771532058716,45,0.9111111164093018,83,1.0,53,1.0
1,1,1,1.0,3,1.0,1,1.0,0,,0,,0,,0,,0,
1,0,1,1.0,3,0.3333333432674408,0,,0,,0,,0,,0,,0,
1,0,0,,14,0.0,0,,0,,0,,0,,0,,0,
1,0,0,,2,0.0,0,,0,,0,,0,,0,,0,
0,1,3,0.3333333432674408,5,0.800000011920929,2,1.0,2,1.0,427,0.9976580739021301,426,1.0,51,0.9803921580314636,47,1.0
0,1,17,1.0,66,1.0,0,,0,,0,,0,,0,,0,
0,0,28,0.1071428582072258,15,0.13333334028720856,4,0.25,8,0.125,167,0.9880239367485046,177,0.9322034120559692,6,0.6666666865348816,5,0.800000011920929
0,2,36,0.5,48,0.3333333432674408,5,0.6000000238418579,7,0.5714285969734192,320,1.0,321,0.9968847632408142,12,1.0,12,1.0
0,0,0,,5,0.20000000298023224,0,,0,,0,,0,,0,,0,
0,1,20,0.8999999761581421,68,0.9852941036224365,43,0.930232584476471,7,1.0,277,0.9963898658752441,243,1.0,51,0.9803921580314636,35,1.0
1,1,6,1.0,31,1.0,16,0.875,0,,0,,0,,4,1.0,0,
1,1,0,,3,1.0,7,1.0,0,,0,,0,,7,1.0,0,
0,0,0,,10,0.4000000059604645,0,,0,,0,,0,,0,,0,
1,1,1,1.0,16,0.9375,4,1.0,0,,0,,0,,0,,0,
0,0,0,,1,1.0,0,,0,,0,,0,,0,,0,
1,2,3,0.6666666865348816,6,0.3333333432674408,2,0.5,1,1.0,0,,0,,1,0.0,0,
0,1,39,0.9743589758872986,46,0.95652174949646,34,0.9411764740943909,1,1.0,0,,0,,1,1.0,0,
0,1,7,0.1428571492433548,17,0.7058823704719543,4,1.0,72,0.1805555522441864,312,1.0,321,0.9906542301177979,27,1.0,34,0.8529411554336548
0,1,89,0.7865168452262878,63,0.9365079402923584,35,0.9142857193946838,246,0.9065040946006775,461,0.8720173239707947,594,0.9478114247322083,194,0.9793814420700073,250,0.9639999866485596
0,0,1,1.0,4,0.5,0,,0,,2,1.0,2,1.0,0,,0,
0,1,6,1.0,19,0.9473684430122375,45,0.9111111164093018,1,1.0,15,1.0,3,1.0,5,1.0,0,
0,1,59,0.016949152573943138,207,0.30917873978614807,35,0.4000000059604645,19,0.21052631735801697,39,0.5384615659713745,23,0.5652173757553101,8,0.625,1,1.0
1,1,0,,3,1.0,1,1.0,0,,0,,0,,0,,0,
1,0,0,,2,0.0,0,,0,,4,1.0,4,1.0,0,,0,
1,1,2,1.0,17,0.9411764740943909,4,1.0,0,,0,,0,,1,1.0,0,
1,1,0,,9,1.0,8,1.0,0,,0,,0,,0,,0,
1,1,0,,2,1.0,3,1.0,0,,0,,0,,0,,0,
0,0,1,0.0,18,0.1111111119389534,15,0.13333334028720856,2,0.5,41,0.0,0,,0,,0,
0,2,3,0.0,25,0.11999999731779099,11,0.09090909361839294,1,1.0,0,,0,,0,,0,
0,0,5,0.800000011920929,5,0.20000000298023224,1,1.0,1,1.0,13,1.0,7,1.0,0,,0,
0,1,71,1.0,300,0.996666669845581,5,1.0,0,,3,1.0,0,,0,,0,
0,2,0,,17,0.1764705926179886,3,0.0,0,,4,1.0,4,1.0,0,,0,
0,1,21,1.0,73,0.9726027250289917,43,1.0,1,1.0,5,1.0,0,,9,1.0,0,
1,0,0,,3,0.3333333432674408,1,1.0,0,,0,,0,,0,,0,
0,0,0,,0,,0,,0,,0,,0,,0,,0,
0,0,0,,0,,0,,0,,0,,0,,0,,0,
0,2,1,1.0,21,0.2380952388048172,3,0.6666666865348816,0,,0,,0,,0,,0,
0,2,10,0.30000001192092896,4,0.0,1,0.0,2,0.5,0,,0,,0,,0,
1,0,1,0.0,7,0.0,0,,0,,0,,0,,0,,0,
0,0,4,0.75,19,0.42105263471603394,3,0.6666666865348816,2,0.5,12,1.0,12,1.0,3,1.0,3,1.0
1,1,5,0.800000011920929,22,0.9545454382896423,4,1.0,0,,0,,0,,0,,0,
1,1,1,1.0,14,0.8571428656578064,0,,0,,0,,0,,0,,0,
0,0,0,,0,,1,0.0,0,,0,,0,,0,,0,
0,1,74,0.9864864945411682,91,0.9890109896659851,21,0.8571428656578064,0,,0,,0,,7,1.0,0,
0,1,165,0.9878787994384766,368,0.9646739363670349,17,0.9411764740943909,4,1.0,0,,0,,2,0.5,0,
0,0,7,0.5714285969734192,10,0.6000000238418579,1,1.0,1,1.0,0,,0,,0,,0,
0,0,1,1.0,10,0.4000000059604645,5,0.4000000059604645,0,,7,1.0,6,1.0,1,1.0,1,1.0
0,1,164,0.9878048896789551,281,0.9537366628646851,48,0.875,0,,6,0.8333333134651184,0,,3,1.0,0,
0,1,72,0.7777777910232544,148,0.75,34,0.7058823704719543,25,0.9200000166893005,257,0.9649805426597595,226,1.0,214,1.0,213,1.0
0,1,22,0.9545454382896423,46,1.0,0,,1,1.0,0,,0,,1,1.0,1,1.0
0,0,1,1.0,1,1.0,0,,0,,0,,0,,0,,0,
0,0,0,,0,,0,,0,,0,,0,,0,,0,
1,0,3,0.6666666865348816,24,0.4166666567325592,8,0.25,0,,0,,0,,0,,0,
0,1,16,1.0,11,1.0,24,0.9166666865348816,0,,0,,0,,2,1.0,0,
0,1,1,1.0,9,0.8888888955116272,2,0.5,0,,4,1.0,3,1.0,0,,0,
0,1,278,0.9964028596878052,291,1.0,54,0.8888888955116272,29,0.9655172228813171,88,0.9886363744735718,3,0.6666666865348816,24,0.9166666865348816,1,1.0
0,1,42,0.4761904776096344,126,0.4761904776096344,9,1.0,16,0.25,73,1.0,70,1.0,3,1.0,2,0.5
1,0,1,0.0,18,0.2777777910232544,4,0.25,0,,5,1.0,5,1.0,0,,0,
1,2,0,,12,0.3333333432674408,0,,0,,0,,0,,0,,0,
0,1,171,0.9824561476707458,569,0.9859402179718018,1,1.0,2,1.0,0,,0,,0,,0,
0,0,0,,0,,1,1.0,1,1.0,0,,0,,0,,0,
1,0,0,,3,0.3333333432674408,3,0.3333333432674408,0,,0,,0,,0,,0,
1,1,5,0.800000011920929,53,0.7924528121948242,27,0.8148148059844971,0,,0,,0,,0,,0,
1,0,0,,0,,0,,0,,0,,0,,0,,0,
0,0,0,,1,0.0,1,1.0,1,1.0,10,1.0,10,1.0,2,1.0,2,1.0
0,0,0,,0,,0,,0,,5,1.0,5,1.0,0,,0,
0,2,4,0.5,9,0.3333333432674408,5,0.4000000059604645,1,1.0,0,,0,,0,,0,
0,1,64,1.0,38,1.0,54,0.9444444179534912,18,0.9444444179534912,76,1.0,17,1.0,15,0.9333333373069763,1,1.0
1,1,1,1.0,11,1.0,10,1.0,0,,0,,0,,4,0.75,0,
0,2,43,0.39534884691238403,53,0.30188679695129395,1,1.0,2,1.0,6,1.0,6,1.0,4,1.0,4,1.0
0,1,448,0.9709821343421936,45,0.9777777791023254,26,1.0,45,0.9777777791023254,1,1.0,1,1.0,51,1.0,27,1.0
0,1,75,1.0,100,1.0,37,0.9729729890823364,0,,1,1.0,0,,9,1.0,0,
0,0,1,0.0,9,0.0,4,0.0,0,,0,,0,,0,,0,
0,0,3,0.0,11,0.1818181872367859,2,0.0,0,,1,0.0,0,,0,,0,
0,2,8,0.625,31,0.19354838132858276,1,1.0,1,1.0,0,,0,,0,,0,
0,1,1,1.0,10,0.699999988079071,13,0.7692307829856873,2,1.0,5,1.0,0,,6,1.0,0,
1,1,0,,5,0.800000011920929,1,1.0,0,,0,,0,,0,,0,
0,1,64,1.0,44,1.0,5,1.0,0,,0,,0,,1,1.0,0,
0,1,4,1.0,26,0.9615384340286255,64,0.9375,1,1.0,29,1.0,2,1.0,12,1.0,1,1.0
0,2,40,0.574999988079071,40,0.3499999940395355,15,0.46666666865348816,8,0.5,57,0.5263158082962036,53,0.4716981053352356,15,0.9333333373069763,23,0.52173912525177
0,2,6,0.1666666716337204,75,0.09333333373069763,4,0.25,0,,0,,0,,0,,0,
1,2,1,0.0,20,0.05000000074505806,1,0.0,0,,0,,0,,1,1.0,0,
0,1,20,1.0,26,1.0,26,0.8461538553237915,0,,0,,0,,3,1.0,0,
1,1,30,1.0,62,0.9354838728904724,57,0.9122806787490845,0,,1,1.0,0,,8,1.0,0,
0,2,12,0.8333333134651184,30,0.800000011920929,7,0.5714285969734192,3,0.6666666865348816,2,0.5,3,0.3333333432674408,0,,0,
0,2,6,1.0,21,0.761904776096344,30,0.6000000238418579,3,1.0,70,0.7714285850524902,41,1.0,4,0.75,2,1.0
0,0,2,1.0,6,0.6666666865348816,1,1.0,1,1.0,11,1.0,11,1.0,0,,0,
0,1,67,0.9850746393203735,60,0.9666666388511658,5,1.0,4,1.0,4,1.0,4,1.0,7,1.0,6,1.0
0,0,0,,23,0.0,1,1.0,1,1.0,0,,0,,2,1.0,2,1.0
0,1,0,,1,1.0,2,0.5,0,,0,,0,,0,,0,
0,0,76,0.1184210553765297,54,0.12962962687015533,11,0.27272728085517883,50,0.1599999964237213,0,,12,0.0,15,1.0,16,0.9375
1,0,3,0.0,12,0.0833333358168602,1,0.0,0,,0,,0,,0,,0,
0,0,1,0.0,1,0.0,0,,0,,0,,0,,0,,0,
1,0,3,0.0,20,0.05000000074505806,8,0.375,0,,1,1.0,1,1.0,1,0.0,0,
0,0,5,0.4000000059604645,4,0.25,1,1.0,274,0.09854014962911606,10,1.0,67,0.1492537260055542,2,1.0,2,1.0
1,1,73,0.9726027250289917,130,0.9769230484962463,38,0.9210526347160339,2,1.0,0,,0,,0,,0,
0,0,0,,0,,1,1.0,1,1.0,0,,0,,0,,0,
0,1,62,1.0,11,1.0,1,1.0,1,1.0,0,,1,1.0,0,,0,
0,0,0,,1,1.0,1,1.0,1,1.0,0,,0,,0,,0,
0,2,5,0.0,4,0.0,4,0.25,1,1.0,0,,0,,0,,0,
0,1,167,0.9940119981765747,379,0.9841688871383667,42,0.976190447807312,43,0.9767441749572754,19,1.0,21,1.0,20,0.949999988079071,0,
0,1,40,1.0,150,1.0,28,1.0,0,,0,,0,,0,,0,
1,2,1,1.0,14,0.4285714328289032,5,0.4000000059604645,0,,16,0.9375,14,1.0,0,,0,
1,0,0,,0,,1,1.0,1,1.0,0,,0,,0,,0,
1,0,0,,0,,0,,0,,0,,0,,0,,0,
1,1,0,,2,1.0,1,1.0,0,,0,,0,,1,1.0,0,
0,2,41,0.9268292784690857,66,0.8333333134651184,22,0.7272727489471436,3,1.0,62,0.8548387289047241,17,0.9411764740943909,0,,0,
0,1,47,0.7234042286872864,82,0.7682926654815674,27,1.0,24,0.8333333134651184,38,1.0,36,1.0,51,0.9803921580314636,10,1.0
1,0,0,,13,0.07692307978868484,0,,0,,0,,0,,0,,0,
0,1,219,0.7442922592163086,214,0.7383177280426025,37,0.8648648858070374,313,0.8881788849830627,15,0.8666666746139526,183,0.7814207673072815,57,0.8070175647735596,35,0.9714285731315613
0,0,17,0.6470588445663452,10,0.699999988079071,1,1.0,5,0.800000011920929,143,1.0,144,0.9930555820465088,14,1.0,14,1.0
0,0,0,,3,0.3333333432674408,0,,0,,95,1.0,95,1.0,0,,0,
0,0,7,0.2857142984867096,51,0.21568627655506134,5,0.4000000059604645,1,1.0,0,,0,,1,0.0,0,
0,0,0,,0,,0,,0,,0,,0,,0,,0,
0,1,35,0.7428571581840515,33,0.7878788113594055,32,0.90625,15,0.7333333492279053,10,1.0,7,1.0,9,0.7777777910232544,1,1.0
0,1,139,0.9784172773361206,89,1.0,46,0.97826087474823,20,1.0,17,1.0,15,1.0,16,1.0,6,1.0
0,1,3,0.6666666865348816,50,0.699999988079071,23,0.5652173757553101,1,1.0,3,0.3333333432674408,1,1.0,3,1.0,0,
1,0,0,,26,0.11538461595773697,9,0.0,0,,0,,0,,0,,0,
0,2,5,1.0,56,0.5714285969734192,9,0.5555555820465088,0,,29,0.8620689511299133,24,1.0,6,1.0,6,1.0
0,2,1,0.0,5,0.800000011920929,3,1.0,1,1.0,12,1.0,12,1.0,1,1.0,0,
0,1,137,0.9489051103591919,202,0.9504950642585754,50,0.8399999737739563,1,1.0,21,0.9523809552192688,15,1.0,4,0.75,2,1.0
0,1,205,0.995121955871582,209,0.9617224931716919,33,1.0,1,1.0,0,,0,,2,1.0,0,
0,1,99,0.9292929172515869,67,0.89552241563797,73,0.8767123222351074,21,0.9047619104385376,53,0.9056603908538818,136,0.9558823704719543,13,1.0,1,1.0
0,1,268,0.9888059496879578,268,0.9850746393203735,34,1.0,0,,6,1.0,1,1.0,1,1.0,0,
0,2,16,0.0,11,0.09090909361839294,6,0.1666666716337204,1,1.0,7,0.8571428656578064,6,0.8333333134651184,0,,0,
0,2,0,,5,0.6000000238418579,4,0.25,1,0.0,9,0.5555555820465088,5,0.800000011920929,0,,0,
0,0,3,0.3333333432674408,2,0.5,1,1.0,1,1.0,8,1.0,8,1.0,2,1.0,2,1.0
1,0,0,,0,,0,,0,,0,,0,,0,,0,
1,0,0,,1,1.0,0,,0,,3,1.0,3,1.0,0,,0,
1,2,0,,7,0.2857142984867096,2,0.5,0,,0,,0,,0,,0,
0,1,0,,20,1.0,0,,0,,4,1.0,4,1.0,3,1.0,3,1.0
1,1,5,0.800000011920929,17,0.8823529481887817,44,0.9318181872367859,0,,4,1.0,0,,6,0.8333333134651184,0,
0,2,44,0.9318181872367859,87,0.8045976758003235,12,0.5833333134651184,3,1.0,7,1.0,12,1.0,5,0.4000000059604645,2,1.0
0,1,20,1.0,24,1.0,31,0.9354838728904724,0,,8,1.0,8,1.0,8,1.0,0,
1,1,6,1.0,20,1.0,1,1.0,0,,0,,0,,0,,0,
0,1,33,0.8181818127632141,26,0.8846153616905212,25,0.8399999737739563,4,1.0,13,1.0,12,1.0,0,,0,
1,0,0,,3,0.3333333432674408,0,,0,,0,,0,,0,,0,
0,0,1,0.0,18,0.2777777910232544,1,1.0,0,,0,,0,,0,,0,
0,1,47,0.936170220375061,19,1.0,43,0.8604651093482971,0,,0,,0,,9,1.0,0,
0,2,3,1.0,21,0.9047619104385376,6,0.6666666865348816,0,,22,1.0,21,1.0,0,,0,
0,1,262,0.9961832165718079,164,1.0,59,0.9830508232116699,17,1.0,185,1.0,13,1.0,26,1.0,1,1.0
0,0,25,0.11999999731779099,45,0.1111111119389534,15,0.06666667014360428,1,0.0,5,0.0,2,0.0,1,1.0,1,1.0
0,1,31,1.0,23,1.0,42,0.9523809552192688,2,1.0,14,1.0,6,1.0,7,1.0,0,
0,2,4,0.25,12,0.4166666567325592,8,0.5,0,,21,0.6190476417541504,4,0.0,0,,0,
0,1,223,0.9282511472702026,95,0.9894737005233765,70,0.9571428298950195,35,0.9714285731315613,114,1.0,138,0.9927536249160767,63,1.0,55,1.0
0,0,0,,1,0.0,0,,0,,4,1.0,4,1.0,0,,0,
0,0,0,,1,0.0,0,,0,,0,,0,,0,,0,
0,0,6,1.0,15,0.6000000238418579,3,0.6666666865348816,0,,1,1.0,1,1.0,1,1.0,1,1.0
1,0,1,0.0,4,0.25,0,,0,,0,,0,,0,,0,
0,1,6,1.0,5,1.0,17,0.9411764740943909,2,1.0,7,1.0,6,1.0,0,,0,
1,0,1,0.0,6,0.3333333432674408,10,0.20000000298023224,0,,1,1.0,1,1.0,0,,0,
0,1,35,1.0,35,1.0,52,1.0,2,1.0,18,1.0,3,1.0,6,0.8333333134651184,0,
0,2,1,1.0,1,0.0,2,0.0,0,,1,1.0,1,1.0,0,,0,
1,0,0,,2,0.5,1,0.0,0,,13,1.0,13,1.0,0,,0,
0,2,0,,27,0.3333333432674408,5,0.6000000238418579,0,,22,0.8636363744735718,2,1.0,0,,0,
0,2,0,,1,0.0,2,0.0,0,,0,,0,,0,,0,
0,1,3,1.0,25,0.8799999952316284,18,1.0,1,1.0,8,1.0,7,1.0,8,1.0,6,1.0
0,1,176,1.0,144,0.9930555820465088,16,1.0,9,1.0,0,,0,,1,1.0,0,
0,0,0,,8,0.25,0,,0,,3,1.0,3,1.0,4,1.0,4,1.0
0,2,0,,4,0.5,2,0.5,1,1.0,0,,0,,0,,0,
0,1,131,0.885496199131012,95,0.8842105269432068,0,,0,,0,,16,0.9375,2,1.0,43,1.0
1,0,0,,1,0.0,0,,0,,0,,0,,0,,0,
1,1,1,1.0,9,0.8888888955116272,8,0.875,0,,0,,0,,1,1.0,0,
0,0,8,0.75,3,0.0,2,0.0,0,,17,1.0,17,1.0,2,0.5,1,1.0
1,1,7,1.0,64,0.921875,9,0.8888888955116272,0,,0,,0,,0,,0,
0,2,8,0.875,24,0.7916666865348816,6,0.3333333432674408,3,1.0,49,0.12244898080825806,6,1.0,22,1.0,22,1.0
0,2,0,,0,,2,1.0,1,1.0,6,1.0,6,1.0,0,,0,
0,2,1,0.0,70,0.18571428954601288,5,0.20000000298023224,0,,0,,0,,0,,0,
1,0,0,,6,0.1666666716337204,0,,0,,0,,0,,0,,0,
0,1,240,1.0,238,1.0,28,0.9285714030265808,2,1.0,0,,0,,5,1.0,0,
0,1,25,1.0,6,0.8333333134651184,5,1.0,2,1.0,0,,0,,0,,0,
0,1,185,0.837837815284729,80,0.762499988079071,15,0.8666666746139526,53,0.6226415038108826,0,,24,0.7083333134651184,7,0.8571428656578064,6,1.0
0,1,103,0.9805825352668762,274,0.989051103591919,4,1.0,2,1.0,0,,0,,0,,0,
0,1,115,0.9739130139350891,216,0.9398148059844971,37,0.9189189076423645,1,0.0,1,1.0,1,1.0,5,1.0,1,1.0
1,2,0,,10,0.30000001192092896,2,0.0,0,,4,0.0,0,,0,,0,
0,1,45,1.0,118,0.9830508232116699,10,1.0,0,,0,,0,,1,1.0,0,
0,0,1,1.0,4,0.5,7,0.0,0,,0,,0,,0,,0,
0,0,0,,0,,0,,0,,0,,0,,0,,0,
0,2,8,0.875,42,0.5952380895614624,19,0.7894737124443054,5,1.0,62,0.9032257795333862,8,1.0,1,0.0,0,
0,0,0,,0,,0,,0,,0,,0,,0,,0,
0,1,8,0.875,2,0.5,11,0.8181818127632141,9,1.0,216,0.8379629850387573,165,1.0,0,,1,1.0
0,0,1,0.0,19,0.0,1,0.0,0,,0,,0,,3,0.0,0,
0,2,7,0.5714285969734192,8,0.125,1,1.0,3,1.0,179,1.0,179,1.0,5,1.0,5,1.0
1,0,0,,0,,0,,0,,0,,0,,0,,0,
0,0,1,0.0,1,0.0,1,1.0,1,1.0,2,1.0,2,1.0,2,0.0,0,
0,1,221,0.877828061580658,41,0.9512194991111755,48,0.7708333134651184,258,0.9573643207550049,368,0.9728260636329651,380,0.9736841917037964,170,1.0,373,0.9383378028869629
0,1,281,0.982206404209137,193,0.9896373152732849,76,0.9736841917037964,10,1.0,13,1.0,4,1.0,17,1.0,0,
0,2,0,,13,0.3076923191547394,12,0.3333333432674408,0,,11,0.8181818127632141,6,1.0,9,1.0,9,1.0
0,2,56,0.9285714030265808,61,0.868852436542511,43,0.604651153087616,21,0.8095238208770752,70,0.699999988079071,48,0.6666666865348816,3,0.6666666865348816,1,1.0
0,0,5,0.6000000238418579,18,0.3888888955116272,2,0.5,1,1.0,0,,0,,1,1.0,1,1.0
0,2,2,1.0,5,0.800000011920929,16,0.5625,0,,242,0.6363636255264282,40,1.0,1,1.0,1,1.0
1,0,0,,0,,0,,0,,0,,0,,0,,0,
1,0,0,,0,,0,,0,,0,,0,,0,,0,
1,0,0,,2,0.5,1,1.0,1,1.0,0,,0,,0,,0,
0,0,4,0.5,5,0.4000000059604645,1,1.0,2,1.0,21,1.0,21,1.0,17,1.0,17,1.0
0,2,0,,9,0.4444444477558136,0,,0,,1,1.0,1,1.0,0,,0,
0,2,0,,0,,0,,0,,0,,0,,0,,0,
0,0,3,0.6666666865348816,3,0.6666666865348816,3,1.0,1,1.0,0,,0,,0,,0,
1,1,4,1.0,104,0.932692289352417,27,0.9259259104728699,0,,0,,0,,3,1.0,0,
1,0,0,,2,0.0,1,0.0,0,,1,0.0,0,,0,,0,
0,2,10,0.10000000149011612,71,0.1690140813589096,11,0.3636363744735718,1,1.0,0,,0,,3,0.0,0,
0,1,102,0.9901960492134094,164,0.9817073345184326,47,0.914893627166748,0,,0,,0,,5,1.0,0,
0,2,2,1.0,16,0.6875,1,1.0,0,,2,1.0,2,1.0,0,,0,
0,1,0,,0,,6,1.0,0,,7,1.0,0,,0,,0,
0,2,5,0.4000000059604645,9,0.4444444477558136,2,0.5,1,1.0,1,0.0,1,1.0,1,1.0,1,1.0
0,1,260,0.9884615540504456,196,0.9795918464660645,43,1.0,6,1.0,84,1.0,52,1.0,9,1.0,0,
0,1,3,1.0,20,1.0,3,1.0,0,,1,1.0,0,,0,,0,
1,0,1,1.0,8,0.375,0,,0,,3,1.0,3,1.0,0,,0,
0,1,10,1.0,39,0.9743589758872986,21,1.0,0,,1,1.0,1,1.0,1,1.0,0,
1,1,4,0.25,41,0.8780487775802612,18,0.9444444179534912,1,1.0,2,1.0,1,1.0,2,1.0,0,
0,2,46,0.8478260636329651,26,0.6538461446762085,1,0.0,4,0.75,11,0.3636363744735718,14,0.8571428656578064,2,1.0,2,1.0
0,1,9,1.0,13,1.0,27,0.8888888955116272,0,,0,,0,,26,0.9615384340286255,0,
1,0,2,0.5,14,0.0714285746216774,1,1.0,1,1.0,0,,0,,0,,0,
0,0,0,,0,,1,1.0,1,1.0,0,,0,,0,,0,
0,1,7,1.0,3,1.0,0,,0,,0,,0,,0,,0,
1,0,1,0.0,3,0.0,1,0.0,0,,3,1.0,3,1.0,0,,0,
0,0,15,0.13333334028720856,69,0.10144927352666855,7,0.0,83,0.0,22,0.6818181872367859,22,0.6818181872367859,1,0.0,0,
0,1,374,0.9732620120048523,249,0.9839357137680054,60,0.9833333492279053,0,,102,1.0,48,1.0,17,0.9411764740943909,1,1.0
1,1,1,1.0,2,1.0,0,,0,,0,,0,,0,,0,
1,0,0,,15,0.0,0,,0,,0,,0,,0,,0,
0,0,8,0.5,18,0.3888888955116272,1,1.0,1,1.0,16,1.0,16,1.0,1,1.0,1,1.0
0,0,0,,11,0.0,0,,0,,0,,0,,0,,0,
0,1,108,0.9722222089767456,113,0.982300877571106,46,0.9130434989929199,2,1.0,0,,0,,38,0.9473684430122375,0,
0,1,18,0.8888888955116272,42,0.976190447807312,5,0.6000000238418579,1,1.0,0,,0,,0,,0,
1,1,12,1.0,39,0.9487179517745972,38,0.8947368264198303,0,,0,,0,,4,1.0,0,
1,0,0,,0,,0,,0,,0,,0,,0,,0,
0,0,0,,2,0.5,0,,0,,0,,0,,0,,0,
0,2,24,0.8333333134651184,59,0.7118644118309021,20,0.44999998807907104,7,0.7142857313156128,42,0.523809552192688,24,0.8333333134651184,0,,0,
0,1,50,0.11999999731779099,52,0.5,21,0.7142857313156128,33,0.27272728085517883,355,0.9718309640884399,376,0.9707446694374084,22,0.8636363744735718,50,0.8999999761581421
0,2,2,0.5,14,0.5714285969734192,1,0.0,0,,0,,0,,0,,0,
0,1,256,1.0,356,0.9971910119056702,22,1.0,1,1.0,0,,0,,5,1.0,0,
0,1,66,0.9696969985961914,259,0.9845559597015381,47,0.936170220375061,2,1.0,12,0.6666666865348816,0,,50,1.0,0,
0,1,63,0.6507936716079712,30,0.5,14,0.6428571343421936,26,0.7692307829856873,66,0.9848484992980957,67,0.9850746393203735,14,1.0,12,1.0
0,1,2,1.0,9,1.0,4,1.0,0,,20,1.0,19,1.0,7,1.0,5,1.0
1,0,0,,1,0.0,0,,0,,0,,0,,0,,0,
0,0,6,1.0,6,0.6666666865348816,4,0.5,2,1.0,27,0.9629629850387573,25,1.0,5,1.0,5,1.0
0,1,359,0.9888579249382019,357,1.0,35,1.0,4,1.0,27,1.0,9,1.0,3,1.0,0,
0,1,205,0.8878048658370972,193,0.8963730335235596,28,0.9285714030265808,96,0.9375,21,1.0,27,0.9629629850387573,0,,5,1.0
1,2,1,1.0,11,0.4545454680919647,2,0.0,0,,0,,0,,0,,0,
1,0,0,,1,0.0,1,0.0,0,,0,,0,,0,,0,
