uid,tweet
u1471475005926035458,RT @nowthisnews: 24-year-old Ugandan climate activist Vanessa Nakate called out world leaders at COP26. Nakate reiterated to the crowd that…
u1471475005926035458,"RT @SkyNews: ""We cannot adapt to extinction"" 

Climate activist Vanessa Nakate says the global south is already on the ""frontline"" of the c…"
u1471475005926035458,"RT @nature_yoshiro: My 84 weeks.
#climatestrikeonline 
#fridaysforfuture #climateaction                                
#ClimateEmergency
#…"
u1471475005926035458,"RT @MoElHajji: Week 63 for climate justice.
#FridaysForFuture 
#ClimateAction https://t.co/6mHsLF5D78"
u1471475005926035458,"RT @edwinNamakanga: Instead of fighting, the people in power should focus on addressing the climate crisis because they claim to be acting…"
u1471475005926035458,"RT @406Llama: #Greenpeace you reading this?!
53years of Public Protests &amp; 40years of NVCD Actions and Look Outside at the #ClimateCrisis 
S…"
u1471475005926035458,"RT @Thisischero: 90% of mangroves, sea grass and marsh plants species are threatened by #extinction
 due to
 #climate #climatechange 
#Clim…"
u1471475005926035458,RT @UNICEF_EU: “#ClimateChange is an education emergency. All education institutions must come together to improve climate education for al…
u1471475005926035458,"RT @vanessa_vash: ""With fact upon fact, this report reveals how people and the planet are getting clobbered by climate change."" @antoniogut…"
u1471475005926035458,RT @lizwathuti: This decade will be the world's last chance to keep climate change to relatively manageable levels. Our planet is becoming…
u1471475005926035458,"RT @djnicknicholas: .@vanessa_vash; a climate justice activist talks about her book, A Bigger Picture, climate justice for Africa and Ugand…"
u1471475005926035458,"RT @lizwathuti: Climate change is already killing people, destroying nature and making the world poorer.

If warming continues the world wi…"
u1471475005926035458,"Revealed: How rich and at-risk nations fought over science of climate impacts - the US seeking to replace the mention of adaptation finance with “investment” and pushing for greater emphasis on the role of the private funds. https://t.co/vzdOR3eJFZ 
@Riseupmovt @FFFMAPA"
u1471475005926035458,"RT @patrickgaley: 🌍 3.6 bn ppl already vulnerable to #climate impacts
🌍""Increasingly irreversible losses""
🌍Soft and hard adaptation limits…"
u1471475005926035458,"RT @patrickgaley: In 2014, scientists warned of the projected damage of climate change

Since then, we have seen the 7 hottest years on rec…"
u1471475005926035458,"RT @mnyomb1: Some key WORDS to look at in the new #IPCCReport 
This report draws direct lines between climate change and serious consequenc…"
u1471475005926035458,"According to @ProjectDrawdown  Education is one of the most powerful tool at our disposal for avoiding emissions and curbing population growth. 
#ClimateEducation  #SDG5
@Riseupmovt"
u1471475005926035458,"RT @DominikaLasota1: ""Human-induced climate change and the war on Ukraine have the same roots -- fossil fuels -- and our dependence on them…"
u1471475005926035458,RT @Aidahhelen: Governments must start treating the climate crisis as a national security concern on a par with war as climate breakdown th…
u1471475005926035458,"RT @IBoggere: To ensure equitable and positive results, all aspects of climate change action, including climate finance, must recognise the…"
u1471475005926035458,"RT @kwagala39_faith: There is need for climate Education in schools and colleges. 
#ClimateActionNow 
#ClimateJustice 
@Riseupmovt https://…"
u1471475005926035458,RT @1millionActivi1: Climate adaptation and resilience need financing. https://t.co/s26wGk17rH
u1471475005926035458,RT @RiseUpMovDRC: The DRCongo 🇨🇩 is a victim of the serious effects of climate change. We are already observing seasonal disturbances which…
u1471475005926035458,"RT @RiseUpMovDRC: The Congolese population will not eat the promises of the polluting countries. We demand climate justice for Congo, clima…"
u1471475005926035458,"RT @GryllsMaitreya: Week 38 #ClimateStrike in #India 🇮🇳

""Every #disaster movie starts with the government ignoring a #Scientist""

We will…"
u1471475005926035458,"Even if you didn't believe in the climate movement,

Will empowering marginalised groups hurt the planet?
Will planting more trees hurt the planet?
Will reducing pollution hurt the planet?
Will restoring biodiversity hurt the planet?
@Riseupmovt 
#ClimateJustice"
u1471475005926035458,"Sexual and  Reproductive Health Rights are at Risk in the Changing Climate 
⁦@Riseupmovt⁩ 
#ClimateCrisis #SDG5 https://t.co/W5BezYcNOl"
u1471475005926035458,"RT @NakabuyeHildaF: The world is already experiencing devastating #ClimateImpacts, and while adaptation is vital for those on the frontline…"
u1471475005926035458,"RT @Aidahhelen: We need a massive amount of pressure for solutions to the climate crisis to be implemented quickly and seriously.
#Peopleov…"
u1471475005926035458,"RT @Aidahhelen: “Women and girls are disproportionately affected by climate change, so they need to be equipped with skills for the future…"
u1471475005926035458,"RT @Guillaume0905Kl: Women's month, month of the revolt against climate change. Climate change is a gender issue.
@Riseupmovt @vanessa_vash…"
u1471475005926035458,RT @ee_reagan: It's time for the UN to address climate change as a crisis that threatens the security of it's member states and humanity. R…
u1471475005926035458,RT @JackMazingira: Planting the right trees around your home saves energy and fight climate crisis https://t.co/lTSmAEYNkG
u1471475005926035458,"RT @Aidahhelen: This month of March,#WomensHistoryMonth I call upon world leaders to listen to women on the issue of the climate crisis.@ri…"
u1471475005926035458,"RT @ClimateHome: NEW

US seeks to remove ‘losses and damages’ from the latest #IPCC scientific report on climate impacts

✍️ @ChloeFarand &amp;…"
u1471475005926035458,"RT @KabilaObbo: #Climatechange has always been a  threat to mankind &amp; biodiversity.

We have to take action for our future.
 
Read the late…"
u1471475005926035458,"RT @KobusingeRose1: Climate change is reality. Many vulnerable &amp; underserved communities are living this harsh reality of droughts,floods,l…"
u1471475005926035458,RT @IBoggere: Climate change is a women's issue.@Riseupmovt https://t.co/6Tro44XUDo
u1471475005926035458,"RT @IAmMaanvinder: #IPCCReport on Climate Change: An Atlas of Human Suffering.
The new report says that humans &amp; nature are being pushed be…"
u1471475005926035458,RT @Ayishas12: Colonialism has been explicitly and unequivocally interlinked with climate change in this IPCC impact report. Vulnerable com…
u1471475005926035458,RT @lizwathuti: Stopping climate change is so urgent. The science is clear. Any further delay in concerted global action will miss a brief…
u1471475005926035458,"RT @climatewhatcom: IPCC AR6, Part 2 is out. That is, the Intergovernmental Panel on climate change has released the second part of its lat…"
u1471475005926035458,"Gender Equality And Women Empowerment Are Vital To Climate Action. #SDG5
⁦@Riseupmovt⁩ https://t.co/xxPHzJ0aq3"
u2841642789,"RT @UN: We can no longer ignore the climate crisis. 

It's time to stop making excuses &amp; start making changes!

Let's take #ClimateAction b…"
u2841642789,"RT @UN: From driving less to saving electricity, from reducing food waste to recycling -- your everyday choices can help tackle the climate…"
u2841642789,RT @UNFCCC: Registration for #MenaClimateWeek 2022 is open. It is the first of a series of meetings this year designed to help turn the pro…
u2841642789,"RT @UN: In every language &amp; every nation, people are calling for urgent #ClimateAction to address the devastating impacts of the climate cr…"
u2841642789,"RT @visitdubai: Enter a miniature world with its own climate system at the Netherlands Pavilion at @expo2020dubai
📸 IG/tonyc.su
@dutchdubai…"
u2841642789,"RT @UN: #YearInReview: In November, climate activists &amp; influencers joined world leaders at the UN climate conference #COP26 in Glasgow to…"
u2841642789,"RT @Refugees: The climate emergency is affecting everyone, everywhere; and it's putting people forced to flee in further danger.

There is…"
u1270325682976043013,"How wildfires and climate change are threatening Sicily’s future 

Read the full story from @davidewop  on ereb: 4/4"
u1270325682976043013,"How wildfires and climate change are threatening Sicily’s future 

Read the full story from @davidemancini on ereb: https://t.co/4y0TmGOTAk 
4/4"
u1270325682976043013,"With two thirds of Sicily at risk of desertification, even the highest peaks of the island are undergoing irreversible changes. Residents and workers in the area find themselves struggling against climate change and wildfires, with little assistance from politicians. 
1/3 https://t.co/1VBxeEGkCG"
u16777464,RT @SophieScamps: Of course Mr Falinski doesn’t recall the conversation when he said ‘You can’t mention the words climate change in the par…
u16777464,"RT @climate200: We recently received our 10,000th donation from a community of over 8,000 donors from a broad cross-section of Australian s…"
u16777464,"RT @DocsEnvAus: Perth GP/DEA member @RichardYin16  wants #ClimateActionNow #forhealthssake. ""I'm hoping for cooler weather for my patients.…"
u16777464,RT @climate200: This is state capture in action. Is the Morrison gov for free markets or not?
u16777464,"RT @climate200: Independents for Inclusion! 🌈Great to see @KyleaTink @spenderallegra, @SophieScamps &amp; @zalisteggall   celebrating Mardi Gra…"
u16777464,"RT @LSAAustralia: Every day for the past 20 years I have seen some report or warning about the catastrophic effects of climate change, incl…"
u16777464,RT @climate200: Independent candidate for Page @HanabethLuke is an Australian hero. From carrying people from the flames after the Bali bom…
u16777464,"RT @David_Ritter: It’s now more than 48 hours since the IPCC released its deeply confronting report on climate impacts, with severe implica…"
u16777464,"RT @Prof_NickTalley: Unfortunately the flooding in NSW is not a 1-in-1000 year event. It’s our new reality. Thanks to climate change, ignor…"
u16777464,RT @SophieScamps: ⁦@zalisteggall⁩ ‘s 5 Step Plan to Net Zero fills the planning &amp; leadership void left by the government on climate action.…
u16777464,RT @Nicolette_Boele: Unfortunately it is &amp; the Lib-Nat Coalition Gov know it too. It's normal under ALL human-induced climate scenarios for…
u16777464,RT @DanielBleakley: The biggest threat to Australia’s national security is a government that refuses to act on climate change.
u16777464,"RT @BronwynHill1: What really upsets me is the people who have made the ‘editorial’ decisions to not only not cover climate change, but to…"
u16777464,"RT @CroweDM: Rebekha Sharkie has just put up $100,000 of *her own money* for climate projects in Mayo. 

I cannot think of a precedent for…"
u16777464,RT @ICAN_Vic: IPCC exposes Morrison government’s catastrophic failures on climate https://t.co/4WG8VO4R78 via @renew_economy #VoteClimate #…
u16777464,"RT @KSmolenskiGroom: 15 years ago, we gave the kids recycled water, for a media story @the_chronicle_ and talked re effects of climate chan…"
u16777464,"RT @pocockdavid: ""The scientific evidence is unequivocal: climate change is a threat to human wellbeing and the 
health of the planet.
Any…"
u16777464,RT @debleonard: IPCC report. Australia is at real risk from the impact of #climate change. Devastating floods happening now in QLD &amp; NSW. C…
u16777464,RT @themathendo: In about 1986 Amanda Keller hosted a Beyond 2000 special on climate change. It predicted all this unprecedented shit. I’ll…
u1039597099623559170,"Women who paid tribute to murdered climate protesters outside the Scottish parliament today were told to ""get back in the kitchen"", by passing men.

@NicolaSturgeon, if this is where Scotland is at in its fight against sexism, then self-ID needs shelving.
https://t.co/HN6v6Kbm3G"
u1251531541504761856,"""What has changed is not ‘merely’ the #climate: what has changed is whether we can still hope to be living in a world with a basic taken-for-granted #stability."""
u1251531541504761856,"""The #ClimateCrisis is thus not just a matter of courage – that we know deep down what to do but are unable to put this into action. Rather, we have not grasped the nature and depth of the '#problem'."""
u1251531541504761856,"COP26 Pledges will have Catastrophic Consequences, says Ex-NASA Climate Chief James Hansen – Byline Times https://t.co/v6UsUvrwpp"
u1251531541504761856,RT @KevinClimate: @hausfath @dcullenward @DoctorVive 2/2 The discussion then is not about future CCS/BECCS/DACCS .. but rationing energy to…
u1251531541504761856,"""poll conducted by the Pew Research Center across 17 ‘advanced economies’ in September 2021 showed a majority of the public is hardly lip-syncing along to #YesWeCan. Of those polled,52% were not confident that the international community can reduce the effects of climate change."""
u1251531541504761856,"""we need to care more about what the world will be like in 1,000 years, after (on our current climate-trajectory) most of the world’s ice will have melted. We need true long-term thinking, and we need it fast""

https://t.co/3BiMQ9FlqC"
u1251531541504761856,"“It means incentivizing the energy industry...”

It's obvious, but this is just one example of climate science experts making politics in passing. Obviously, “it” could also mean to socialize the energy sector and much more that is usually not mentioned.
https://t.co/yvQhl0RXkh https://t.co/lxk6YDPsHn"
u1251531541504761856,"""The way we go about adaptation is also important. Climate #planning that promotes inclusive governance, collective action and mutual support can make the process of change easier, fairer and more effective.""

#power"
u1251531541504761856,"""If we are to get better at adaptation, we have to shift from reactive to anticipatory #planning, to better #plan for and reduce climate-related risks. #Systemic risks demand #systemic adaptation."""
u1251531541504761856,"""Climate change will pose more of a threat to vulnerable Australians, such as those with inadequate #HealthCare, poor quality housing and unstable employment."""
u1251531541504761856,"""For our farmers and the agrifood sector, climate change brings unwelcome stresses and disruptions, making it more challenging to produce #food #profitably and #sustainably.""

https://t.co/CNCTUHML1v #FoodSystems"
u1251531541504761856,"Actually, that's a feature of many or the majority of Guardian climate and ecology articles. They end with hopism, unjustified optimism. Somebody 'who has not been involved in the study' is quoted with: ""Ah, it sounds bad, and is bad. But we can still do it."""
u1251531541504761856,"""We need to let ourselves feel that climate pain every now&amp;again,but we can’t let ourselves be consumed by it. If we give in to #doom completely,we only give in to the worst-case scenarios coming true. Plus every bit of a degree celsius matters–there is still so much we can save"""
u1251531541504761856,"""If the prospect of #NuclearWar wasn’t enough, the Intergovernmental Panel on #ClimateChange (#IPCC) picked this week to drop its latest report on the state of the #ClimateCrisis.""

https://t.co/SJYp1W49dd"
u1251531541504761856,RT @CarbonBrief: NEW - In-depth Q&amp;A: The IPCC's sixth assessment on how climate change impacts the world | @aruna_sekhar @daisydunnesci @Jo…
u1251531541504761856,"""In a sense, he continues, 'the report is a summary of what we already know: Dangerous #ClimateChange is now upon us, and it is simply a matter of how bad we’re willing to let it get.'”"
u1251531541504761856,"""'Across North America, #ClimateChange has reduced agricultural #productivity since 1961,' says Rachel Bezner-Kerr of the Cornell College of Agriculture and Life Sciences, who was also a co-author of the official summary."" #FoodSystems"
u1251531541504761856,"""'Targeting a climate resilient, sustainable world involves fundamental changes to how society functions, including changes to underlying values, world-views, ideologies, social structures, political and economic systems, and power relationships' the report’s authors said"""
u1251531541504761856,"""adapting to the climate crisis is as much a social #problem as a scientific one. The best way to give effective and lasting protection from climate chaos is through action that addresses '#inequities such as those based on gender, ethnicity, disability, age, location &amp; income'."""
u1251531541504761856,"""For too long, #ClimateChange has been framed as a technological or economic issue. But given that #fossilfuels touch almost all aspects of our lives, rapidly phasing them out means changing nearly everything."" @JamesGDyke ⬇️

https://t.co/QMRRFPb5eX"
u1251531541504761856,"""Rather than piecemeal #solutions to the rising probability &amp; magnitude of zoonotic #disease outbreaks, runaway #climate disruption, &amp; mass #biodiversity loss, we suggest #systemic change in the way humanity functions &amp; interacts with nature."" 

https://t.co/4U4u34dJhL #systemism"
u1251531541504761856,"""Whatever #Nordhaus’s intentions, #DICE has functioned as a technical expression of climate policy in the age of ‘new #denialism’: we go through the motions of confronting the problem and by doing so justify the deferral of #systemic overhaul.""

https://t.co/jQJG0lp9HN"
u1251531541504761856,"What do people think about climate change, what should be done about it, and what do they themselves want to do or think they can do?

Representative survey in 9 countries⬇️

We've got #CimateChange under control...apparently! https://t.co/cdV3rvraQl"
u1251531541504761856,"RT @AgathoniaMedia: “#FossilFuel companies may well have fired the guns in the war against #ClimateAction, but #economists were the ones wh…"
u1251531541504761856,"""To dispel our worsening political malaise, Goeran Therborn argues, requires a 'disruptive #democracy' of radical social #movements, such as the climate strike.""

(From the description. Sounds timely.)"
u1251531541504761856,"""As this report demonstrates, changes in predominant #lifestyles, especially in high-consuming societies, will determine whether we meet commitments in the #ParisAgreement &amp; avoid dire consequences of #ClimateChange.""

https://t.co/ekZ9H6eQT4"
u1251531541504761856,"""Can WE Counteract Negative Tipping #Climate Elements With Positive Societal Tipping Actions?"" https://t.co/8xQ5g6yesy via @PaulHBeckwith 
#TippingPoints"
u1251531541504761856,"""But a new study, published this week, finds that corn-based #ethanol may actually be worse for the #climate than fossil-based #gasoline, and has other environmental downsides.""⬇️

https://t.co/2OnCfGW8IF #problems #solutions"
u1251531541504761856,"""Behind a veneer of #objectivity, the use of these leviathan computer #models has professionalized the analysis of climate-change mitigation by substituting messy and contextual politics with non-contextual mathematical formalism."""
u1251531541504761856,"""The #problem is that delivering on the 1.5–2 °C commitment demands emissions cuts for wealthy nations of more than 10% each year, far beyond rates typically considered #possible in the current economic #system.""

https://t.co/NnwDzxj5HS #optimism #catastrophism #realism #climate"
u1251531541504761856,RT @KevinClimate: @JefimVogel @lucas_chancel @jasonhickel @GretaThunberg @JKSteinberger @ExtinctionR @Fridays4future @GeorgeMonbiot @sunris…
u1251531541504761856,"""Using a computer program designed to simulate climate evolution on planets in general (not just Earth), I first generated 100,000 planets, each with a randomly different set of climate feedbacks."""
u1251531541504761856,"RT @ProfSteveKeen: @KevinClimate @DoctorVive It deserves to be widely shared Kevin. The ""x% damage to GDP by 2100"" nonsense lives on in the…"
u1251531541504761856,"RT @JKSteinberger: Your great climate saviour 🤦‍♀️.
The vast number of people who don't understand that reducing demand is possible, econom…"
u1251531541504761856,"""The #banks have happily profited off #Putin’s #Russia, even after its expansionist aims were clear.The invasion of Georgia didn’t slow them down, nor the annexation of Crimea. Likewise,...even after science made the climate-disaster link crystal clear."" 
https://t.co/Nq1tV3YE1w"
u939675074285543424,"Climate change is real. 

We see it and feel it and mourn for these losses.

The consequences are dire.

The time for action is NOW. https://t.co/10BBnx3sap"
u939675074285543424,"This coral is probably hundreds of years old, or more, and it may die in the next couple of months. We need #ClimateActionNow to #CurbWarming. Hoping for clouds, rain and a cyclone near miss. https://t.co/L84V7NNNHw"
u2680336646,"Here are the world's most effective leaders at stopping meaningful action on climate change.

Hope to see all your faces on a poster some day.

At the Hague. https://t.co/nTpvwwxGuZ"
u2680336646,"Dave Roberts (Grist, Vox) has always been at the top of my list for thoughtful #climate and #energy analysis. And he's fun to read too. 

Now he has a new newsletter. 

@drvox https://t.co/lSIDfn67UL"
u2680336646,"LANDMARK WIN!
https://t.co/9QL498Cl1T

Judge blocks 300,000 acres of #fracking on our beautiful #publiclands.
Because the government ignored #climatechange impacts.

We filed that lawsuit way back in 2016.
https://t.co/uc6irZIP7q"
u2680336646,"Magic bullet?
Will Republican #climatechange deniers finally admit to global warming when they realize it sending allergy season through the roof?

https://t.co/BhIQpVXxCf"
u2680336646,"New study:
Massive burning of #coal 250 million years ago killed more than three-quarters of all life on Earth.
How much will we let it kill this time?
#climatechange 

https://t.co/A4vQJfeNZI"
u2680336646,"Delicious symbolism.
Tesla now has all-electric semi-trucks delivering battery packs from its Gigafactory.
#ClimateAction 

https://t.co/CySuQRfioI"
u2680336646,"Best news of the day!
Kids suing to stop #climatechange will get their day in court.
If ever there was a magic bullet . . .

https://t.co/M2UZ7L9SED"
u2680336646,"We are losing winter at the North Pole!
#Arctic sea ice is at a record low for the this time of year.
Antarctic ice is second lowest ever.
Like May in February.
#climatechange 

https://t.co/nlyRCBHK1E https://t.co/JP0hU6ysD2"
u2680336646,"East Coast cities flooding 130 times per year, just 30 years from now?
#climatechange 

https://t.co/R5CWAnyLAJ"
u2680336646,"Trump's guy on our environment,
Scott Pruitt at EPA,

is unhinged,
a climate denier,
a creationist,
a racist,
a white supremist,
a misogynist,
homophobic,
dangerous,

And there are radio recording where he admits to all of it.

https://t.co/DZ2YoIBW1P"
u2680336646,"Potentially huge federal court ruling!
Despite an earlier Supreme Court ruling, maybe #coal, #oil, #natgas producers can be sued for creating #climatechange.

https://t.co/XaeDsNV6Zv"
u2680336646,"Record low #Arctic sea ice in January.
And February is shaping up worse!
And Antarctica is low for ice too.
#climatechange 

https://t.co/nlyRCBZlqe https://t.co/HkmHPCma9d"
u2680336646,"Even in 2018 this is shocking!
Arctic temperatures 50F (!) above normal.
And they haven't had sun for four months!
#climatechange 

https://t.co/JUEOMTk2yM"
u2680336646,"World's biggest #coal producer:
""it is a matter of time when alternate clean energy would displace coal.""
#climatechange 

https://t.co/MUv2abG5Xd"
u2680336646,"Scared yet?
It's the dead of winter and the North Pole is . . .
ABOVE FREEZING?!
#climatechange 

https://t.co/rBl80vmkd0"
u2680336646,"It's happening now.
In the town of Jean Lafitte, #Louisiana, sea level rise from #climatechange isn't a far away idea.
Excellent feature by the NY Times.

https://t.co/2YMDXzVlly https://t.co/tLp4Xl2Kew"
u2680336646,"Wowzers!
Sierra Club just announced that the 268th #coal plan is closing since 2010.
Coal is dying and Trump can't save it.
#climatechange 

https://t.co/MExdJjKrB7"
u2680336646,"To stop #climatechange, educate girls and give them birth control.

https://t.co/7wuoNhKnyJ"
u2680336646,"Breakdown of the dozens of #climatechange lawsuits filed since Trump took office.

https://t.co/WQjkuzelem"
u2680336646,"Scientist to world:
Hey!
We are not prepared for today's #climatechange.
Let alone another degree!

https://t.co/g1XvNvHt8D"
u2680336646,"No matter how much taxpayer money Trump spends on new #coal technology, it will never catch back up to #windenergy or #SolarEnergy on price.
Not even accounting for #climatechange.

https://t.co/aNa84wfHbh"
u2680336646,"""Clean #coal"" is a fraud in every way.
Including spending taxpayer money on liquor, limos, and spas.
#climatechange

https://t.co/CtOJ0C16zO"
u2680336646,"This is tragic.
Network TV is giving #climatechange deniers all the airtime while ignoring the increasingly dire impacts and predictions.

https://t.co/2bv8rFJwfT https://t.co/5UZ2hLSiEc"
u1180075033881907201,"#SundaySoap I have starred in a lot of science fiction movies and, let me tell you something, climate change is not science fiction, this is a battle in the real world, it is impacting us right now. - Arnold Schwarzenegger 💪🌎
#ClimateAction #arnoldschwarzenegger"
u1180075033881907201,"#SundaySoap 
Climate change does not respect borders; it does not respect who you are - rich and poor, small and big. Therefore, these are what we call 'global challenges,' which require global solidarity. - Ban Ki-moon
#ClimateChangeIsReal #ClimateAction"
u1007707906064732160,RT @climate: Exclusive: The Biden administration is weighing a ban on U.S. imports of Russian crude oil https://t.co/myqUGUH1a9
u1007707906064732160,RT @AndrewDessler: I have an article out in @RollingStone about economic estimates of the costs of climate change.  My conclusion: no one k…
u1007707906064732160,RT @climate: Thousands of South Koreans fled their homes Friday as a large wildfire ripped through an eastern coastal area and temporarily…
u1007707906064732160,RT @AlexandriaV2005: I'm hearing from some people in the climate movement that their work will be stalled or even stop because of what's ha…
u1007707906064732160,"RT @Bowenchris: This is disgusting

Watch as a Federal Minister finally accepts climate change makes natural disasters more common &amp; worse…"
u1369632965433712642,"apparently climate change decided to infiltrate my sleep last night, dreamt [had a nightmare] about saying goodbye to my family as a severe weather event tore through the country &amp; killed us all (very cheerful)

anyone else have climate/nature crisis nightmares?"
u1369632965433712642,Now also tuned into the @mcsuk AGM at the same time as the @2050ClimateGrp #YSLN workshop 😂 busy night for marine conservation in the Turner household! https://t.co/t2AmTTnvPT
u1369632965433712642,"Tonight’s #COP26 presentation at @StirUni for @uos_mcs focuses on the different ways in which the ocean helps to combat the climate crisis, from seagrass beds to sea otters. 

Inspired by the #ListenToTheOcean campaign from @mcsuk &amp; @whalesorg https://t.co/JmDhdcchH6"
u2978608072,"RT @CASAClimate: #IPCC #WGII author Dr Adelle Thomas today explains that many 'soft' limits to adaptation have been reached, including in s…"
u2978608072,"The historic first step to #EndMarinePlasticPollution was taken at UNEA 5.2 today

@AOSISChair will continue to advocate for measures to #EliminatePlasticWaste in the marine environment in the international legally binding instrument

 #SIDSLead #ClimateActionNow https://t.co/Cl4GybDpl6"
u2978608072,"""Adaptation is critical to our survival in the face of #climatechange, but current financing schemes are under-funded and inaccessible to the majority of #SIDS"" - @AOSISChair PM Gaston Browne 🇦🇬
#IPCC #SIDSMatter

https://t.co/2IHj72ytQ2"
u2978608072,"While climate change has caused a severe economic and health crisis for #SIDS, COVID-19 has posed a new threat to our well-being. 

A push for #VaccineEquity is ensuring the health of #islandpeople and putting an end to this Pandemic. 
- @AOSISChair H.E Walton Webson #SIDSMatter https://t.co/bSAXt7rGET"
u2978608072,RT @WRIClimate: The IPCC report will show how the economic and social costs of climate impacts are already severe and destined to get worse…
u2978608072,RT @AOSISFellowship: #MeetTheFellows Chandra Legdesog is a climate change professional from the Federated States of Micronesia (#FSM). She…
u2978608072,RT @commonwealthorg: ‘We need to understand that climate change is not an environmental issue. It is a cross cutting issue that is impactin…
u2978608072,"Hi all the @AOSISChair has a new Lead Negotiator for Climate Change Amb. H.E Conrad Hunte of 🇦🇬. Amb. Hunte has over 30 years of experience in diplomacy, international affairs, renewable energy, UN oversight and management. Welcome to the #AOSIS Family Ambassador 👏🏾👏🏾👏🏾 #SIDSLead https://t.co/BQMhpIyQ4h"
u2978608072,"H.E Walton Webson @AOSISChair in his statement to the UNGA Pres. reminded that despite the global pandemic: 

The earth is still warming at unprecedented rates, sea-level continues to rise, and because of the effects of climate change many of us are facing a food and water crisis"
u2978608072,"Tomorrow Jan 14 is the final call for the  2022 @AOSISFellowship Application! 

⏳Its not too late to apply!     

Download the application form ⬇️ 
https://t.co/ejTgb4brUO

#SIDSLead  #Youth4climate"
u2978608072,"SIDS are already facing #lossanddamage 
To save island lives we need to put words into action and mobilise a finance facility for #lossanddamage

#SIDSLead #ClimateActionNow https://t.co/Fc95aKcBkM"
u2978608072,"As we head into this new year  @AOSISChair reaffirms its commitment to:

✅Amplify island voices 
✅Keep 1.5 alive
✅Ensure climate justice for island people 

#SIDSMatter #SIDSLead #happy2022"
u2978608072,"RT @AOSISFellowship: The official @COP27_Egypt is here! With the @AOSISFellowship, you will have the opportunity for 10-month #climatechang…"
u2978608072,"The science is clear, investing now to mitigate against and adapt to #climatechange is necessary and is already working.

The scale of funding for climate adaptation and mitigation has been sadly inadequate; it needs to be increased significantly, if justice is to be served."
u2978608072,"We don’t need rhetoric, we need action. Everyday of inaction, is a day you add another climate threat to the list. 

Halving emissions by 2030 is key to keep 1.5 within reach, and achieving global net-zero emissions by 2050 is essential to halt #globalwarming. #ClimateActionNow"
u2978608072,"All #SIDS have and continue to live through constant assaults from climate change that undermines our peace and security.

We all have common but differentiated responsibilities to address #climatechange, its adverse effects, and associated loss and damage. https://t.co/amHuFxPCyx"
u2978608072,"Gender defines how societies respond to climate change and negotiate #climateaction. 

Often, women are more vulnerable to #climatechange than men. 

#BreakingTheBias is key to combating climate change and its impacts. 
#IWD2022 https://t.co/rimhXpkk6R"
u2978608072,"#COP26 has ended and the spotlight on #climatechange has dimmed. 
But for #SIDS as another hurricane season looms, we cannot rest easy.
We applaud the pledges, now it's time for action.

Opinion: As the COP26 smoke clears, rhetoric must become real action https://t.co/zkf3jEqpVK"
u2978608072,"📢📢The new high-level momentum behind 1.5C MUST be matched by rapid action.

“Rhetoric and pledges without implementation are fool’s gold for small islands,” @AOSISChair 

Analysis-In 2021, governments blew hot on 1.5C goal, colder on climate action https://t.co/hYTzhPkBPL"
u2978608072,"""When countries lose their islands because of sea level rise and extreme events, they are losing their culture and traditions. There is no adapting to that,""
- @roper_le @AOSISChair 👏

Who will pay for the damage caused by climate change? https://t.co/G24u8K0E1e via @BBC_Future"
u2978608072,"SIDS suffer from severe #debt worsened by the #climatecrisis. The milestone AOSIS @OpenSociety @oecscommission FACE pilot project is an important step for sustainability.

Read how we're innovating to reduce debt and build resilience so SIDS can thrive!

https://t.co/9llXhfvguI"
u2978608072,"Islands thrive through collaboration &amp; partnerships. 

We thank our 44 Member States, partners &amp; all for their extraordinary show of solidarity. 
 
Next👉 #PAFRecap

#SIDSLead
@CASAClimate @CA_Latest @ndcpartnership @WiltonPark @COP26President @IDiplomat
https://t.co/5c9wlJ55N7"
u2978608072,"@AOSISChair Launch Event TODAY!  Looking forward to exciting work to boost #ClimateAction to confront #climatechange, to mobilize #partnership for action on #ocean agenda #SDG14 and to accelerate implementation of #SAMOAPathway and #SDGs https://t.co/gLf3vrHWYw"
u2978608072,"HAPPENING NOW:

@LDCChairUNFCCC has kicked off proceedings at the ""Leading the way: Raising Ambition for 1.5°C-compatible Climate Action"" event.

#ClimateAction #SIDSLead #LDCsLead https://t.co/wwsJhamSNe"
u1057971429566754816,"RT @NASAClimate: Periodically, we receive queries asking if Earth is cooling. The answer is ""no."" The evidence shows that Earth's surface a…"
u1057971429566754816,"RT @JoeBiden: When I hear the words climate change, I hear the word ""jobs."" Good paying, union jobs that will solve our jobs crisis while a…"
u1057971429566754816,RT @Alyssa_Milano: We must act on climate change now for fucks sake. Let’s stop this complacency. #bushfires https://t.co/KNON3VyrDq
u1057971429566754816,"2010 (#MBA FEVER)
2014(#Startup and #Entrepreneurship Fevers)
2015(#AI #AR Fever)
2017(#Blockchain #Crypto Fever)
2018(#ClimateChange Fever)

before 2020: Many people came and ditched them because of just for money not the logic and needs behind them. Still ignoring #capitalism?"
u1429514676648480781,"In the first two months of 2022, a quarter (175.2 mm) of the annual #rainfall (730 mm) fell in Helsinki, #Finland. It's time to act! We need to #unite in order to overcome #ClimateCrisis. | #GlobalCrisis #AGWexposed https://t.co/ijL8wZ3Msy"
